Region,Sales,Profit,Date,Units Sold,Product Category
Maharashtra,5592.6,1551.9,28-04-2023,95,Electronics
Haryana,9592.69,702.18,16-07-2023,31,Clothing
Gujarat,2790.03,1057.45,17-04-2023,146,Electronics
Maharashtra,4544.18,1742.97,01-06-2023,115,Electronics
Maharashtra,3155.35,918.81,02-03-2023,28,Books
Maharashtra,2506.29,952.27,13-05-2023,70,Furniture
Punjab,3033.52,1709.49,23-10-2023,99,Clothing
Karnataka,4478.54,720.71,06-10-2023,6,Clothing
Rajasthan,555.41,315.24,01-10-2023,150,Furniture
Gujarat,2390.4,1354.13,16-12-2023,140,Books
Haryana,5099.02,607.5,12-04-2023,23,Furniture
Maharashtra,8582.97,408.91,24-02-2023,120,Books
Punjab,4228.41,136.24,23-03-2023,79,Clothing
Kerala,4488.08,1393.38,18-04-2023,89,Books
Karnataka,8174.81,1454.17,24-06-2023,63,Electronics
Rajasthan,6704.94,252.99,18-01-2023,108,Books
Kerala,7638.18,313.09,24-07-2023,130,Clothing
Maharashtra,4545.16,1469.78,05-04-2023,77,Books
Kerala,6766.42,1375.57,11-04-2023,75,Electronics
Karnataka,8203.45,1114.71,06-09-2023,107,Furniture
Gujarat,861.88,888.12,15-05-2023,46,Books
Karnataka,7744.89,786.02,07-10-2023,27,Books
Rajasthan,8756.11,1161.84,06-03-2023,143,Electronics
Karnataka,7892.68,1067.59,26-03-2023,130,Electronics
Karnataka,1579.73,1512.72,03-03-2023,127,Electronics
Punjab,5966.65,353.06,22-02-2023,29,Books
Karnataka,4181.67,457.76,12-06-2023,107,Books
Maharashtra,1101.54,349.92,29-05-2023,139,Furniture
Karnataka,1563.87,1647.44,27-01-2023,104,Clothing
Haryana,7589.28,592.11,05-02-2023,123,Electronics
Karnataka,4432.71,1320.14,24-08-2023,6,Furniture
Karnataka,2386.77,558.47,30-10-2023,91,Electronics
Gujarat,5007.95,498.11,20-03-2023,79,Clothing
Punjab,8005.91,1263.07,28-08-2023,110,Clothing
Haryana,6185.41,1691.79,18-01-2023,16,Books
Haryana,7816.87,1000,13-04-2023,145,Books
Gujarat,542.34,636.75,25-04-2023,96,Clothing
Kerala,8486.66,1348.88,08-09-2023,67,Clothing
Karnataka,8462.76,1956.49,17-01-2023,107,Electronics
Karnataka,9352.62,1398.97,20-08-2023,39,Furniture
Haryana,5115.06,1862.89,09-02-2023,31,Electronics
Maharashtra,7969.03,252.45,02-09-2023,147,Clothing
Haryana,2585.72,1243.53,27-03-2023,132,Clothing
Haryana,8528.13,631.58,05-12-2023,147,Clothing
Punjab,5352.17,914.28,27-04-2023,26,Clothing
Maharashtra,1440.02,785.71,20-02-2023,131,Furniture
Maharashtra,8240.09,56.6,13-03-2023,144,Books
Rajasthan,3789.23,1046.7,04-09-2023,6,Clothing
Punjab,6879.15,1182.69,24-04-2023,23,Clothing
Haryana,3364.58,1236.69,04-04-2023,124,Books
Punjab,1637.73,178.98,04-01-2023,24,Clothing
Rajasthan,9546.8,1180.98,26-12-2023,55,Clothing
Maharashtra,8139.29,893.13,13-04-2023,134,Books
Maharashtra,5873.23,1686.54,08-02-2023,102,Books
Kerala,1605.71,1544.97,04-08-2023,44,Electronics
Punjab,3302.98,1039.19,11-06-2023,93,Books
Karnataka,3205.96,1998.1,07-03-2023,45,Clothing
Maharashtra,1183.09,358.73,14-02-2023,16,Electronics
Gujarat,8219.83,989.95,02-05-2023,39,Clothing
Gujarat,4105.99,1839,18-08-2023,58,Furniture
Gujarat,8283.67,203.2,06-02-2023,2,Books
Karnataka,6687.02,607.84,09-09-2023,105,Furniture
Kerala,7638.76,1658.21,23-11-2023,98,Furniture
Haryana,1711.38,1623.02,19-03-2023,13,Clothing
Karnataka,2465.52,1593.79,01-06-2023,56,Electronics
Rajasthan,9111.59,797.69,03-05-2023,7,Books
Rajasthan,9748.04,682.23,16-10-2023,92,Books
Gujarat,5932.39,364.9,11-07-2023,67,Clothing
Maharashtra,7645.66,1882.49,13-05-2023,127,Furniture
Haryana,9842.39,322.87,30-12-2023,53,Books
Maharashtra,4893.12,877.99,29-09-2023,93,Electronics
Gujarat,9379.89,1101.99,29-03-2023,117,Furniture
Haryana,2608.86,1000.66,02-09-2023,110,Clothing
Kerala,1887.68,502.19,30-06-2023,120,Books
Rajasthan,6400.06,1361.67,27-02-2023,101,Clothing
Rajasthan,6030.39,1590.72,15-11-2023,90,Books
Rajasthan,8724.05,1509.29,28-10-2023,144,Furniture
Punjab,5847.33,185.4,22-09-2023,128,Furniture
Punjab,3123.16,1042.87,09-02-2023,48,Clothing
Rajasthan,645.85,1181.57,30-08-2023,53,Clothing
Haryana,870.71,1443.39,26-12-2023,41,Electronics
Karnataka,1969.82,205.29,22-05-2023,125,Furniture
Gujarat,5177.11,1833.31,27-08-2023,106,Clothing
Haryana,7158.01,1034.35,29-09-2023,110,Electronics
Punjab,4873.05,1183.41,01-08-2023,83,Clothing
Maharashtra,1456.63,1619.51,10-05-2023,112,Furniture
Kerala,2199.85,1093.04,11-01-2023,134,Clothing
Gujarat,7238.21,1206.52,06-04-2023,100,Electronics
Gujarat,9421.37,393.44,17-05-2023,118,Furniture
Karnataka,9143.52,1246.74,03-05-2023,28,Books
Kerala,7048.8,1279.45,17-01-2023,29,Clothing
Rajasthan,918.24,1319.33,06-05-2023,48,Furniture
Kerala,9378.77,689.36,27-11-2023,64,Clothing
Punjab,1328.68,1078.96,25-11-2023,84,Furniture
Haryana,5506.03,1529.42,14-10-2023,113,Electronics
Haryana,7480.92,1750.56,10-01-2023,76,Electronics
Kerala,9545.85,597.54,27-02-2023,124,Books
Karnataka,6508.02,607.91,26-03-2023,129,Electronics
Gujarat,7863.5,1577.15,13-08-2023,121,Furniture
Kerala,2339.15,1709.09,10-04-2023,12,Furniture
Gujarat,2306.8,505.1,05-02-2023,60,Furniture
Rajasthan,2088.67,438.57,25-02-2023,80,Books
Gujarat,1454.21,1828.13,09-06-2023,134,Books
Karnataka,4391.95,1057.04,24-01-2023,59,Furniture
Karnataka,2757.59,1253.84,02-08-2023,52,Furniture
Gujarat,1871.58,1421.81,11-01-2023,109,Books
Kerala,6271.53,828.62,20-08-2023,125,Furniture
Maharashtra,7005.47,801.21,04-05-2023,87,Books
Punjab,6920.75,1040.28,08-06-2023,107,Electronics
Kerala,864.8,1968.96,17-07-2023,51,Electronics
Punjab,7972.79,1916.93,09-09-2023,77,Electronics
Haryana,5002.15,1799.84,07-01-2023,101,Clothing
Rajasthan,3896.94,1472.67,27-04-2023,129,Electronics
Rajasthan,8573.98,1352.39,27-05-2023,1,Clothing
Kerala,3853.36,1752.72,07-01-2023,61,Electronics
Rajasthan,3107.83,1086.11,27-04-2023,125,Books
Kerala,1516.38,1960.69,13-12-2023,28,Furniture
Punjab,1293.43,177.44,20-08-2023,16,Furniture
Haryana,7017.2,1043.8,18-06-2023,72,Furniture
Maharashtra,9152.72,1490.69,25-02-2023,30,Furniture
Rajasthan,2451.76,1679.77,23-09-2023,25,Electronics
Punjab,4119.09,1608.88,17-07-2023,71,Clothing
Gujarat,4161.77,614.41,05-05-2023,116,Books
Karnataka,9415.22,789.63,28-06-2023,92,Clothing
Maharashtra,6708.5,1599.05,11-01-2023,49,Books
Rajasthan,7482.16,1585.47,07-08-2023,124,Electronics
Rajasthan,5450.24,1606.09,05-09-2023,84,Books
Rajasthan,7995.18,1505.25,27-07-2023,145,Furniture
Kerala,9433.28,1724.46,11-04-2023,93,Electronics
Maharashtra,915.53,1970.37,03-02-2023,3,Clothing
Punjab,6103.12,1034.32,23-12-2023,33,Clothing
Rajasthan,946.51,228.33,13-10-2023,121,Clothing
Gujarat,7719.21,1452.91,11-05-2023,102,Electronics
Kerala,8524.04,55.79,17-05-2023,92,Clothing
Haryana,3374.87,392.01,13-01-2023,46,Clothing
Karnataka,6903.66,1511.01,31-12-2023,29,Furniture
Karnataka,5594.26,1967.15,04-06-2023,112,Furniture
Gujarat,562.17,318.82,05-06-2023,8,Electronics
Rajasthan,9249.44,1426.77,15-10-2023,45,Clothing
Karnataka,1671.96,469.62,28-11-2023,114,Books
Maharashtra,4568.05,552.02,06-06-2023,54,Clothing
Haryana,566.7,571.33,16-03-2023,69,Clothing
Kerala,4616.07,601.06,18-06-2023,64,Furniture
Punjab,5659.44,1594.74,02-12-2023,80,Clothing
Maharashtra,6957.12,674.27,26-03-2023,81,Clothing
Gujarat,2400.37,1730.69,27-03-2023,12,Electronics
Haryana,2178.1,302.26,08-04-2023,21,Electronics
Maharashtra,4298.38,1175.29,29-08-2023,85,Books
Gujarat,8068.38,1270.79,18-10-2023,127,Books
Punjab,9089.01,1491.66,11-03-2023,48,Furniture
Gujarat,4676.96,1696.74,25-04-2023,21,Electronics
Haryana,6822.11,105.76,27-03-2023,78,Clothing
Punjab,2953.28,1746.34,11-11-2023,15,Books
Rajasthan,6745.86,1438.78,04-08-2023,54,Electronics
Haryana,8113.15,1300.61,17-03-2023,61,Furniture
Maharashtra,6655.94,338.48,29-11-2023,118,Electronics
Haryana,1567.19,79.74,22-01-2023,129,Electronics
Maharashtra,5548.75,1976.9,27-07-2023,22,Books
Haryana,5189.32,108.02,20-07-2023,2,Books
Maharashtra,7198.78,1086.64,28-03-2023,74,Clothing
Maharashtra,2434.46,1921.13,24-03-2023,85,Books
Gujarat,6762.91,589.38,19-01-2023,25,Clothing
Rajasthan,3274.86,1771.68,11-03-2023,26,Electronics
Maharashtra,8530.69,1039.15,03-01-2023,71,Books
Punjab,8156.04,1295.55,25-09-2023,24,Furniture
Gujarat,8165.34,262.97,13-10-2023,119,Books
Gujarat,3825.06,1744.74,22-03-2023,82,Books
Kerala,601.65,1227.67,01-10-2023,116,Electronics
Rajasthan,567.75,1206.71,26-09-2023,77,Furniture
Karnataka,4443.04,1034.05,27-03-2023,77,Books
Haryana,5994.61,528.15,08-10-2023,138,Books
Kerala,2140.96,1864.64,14-07-2023,42,Clothing
Kerala,9091.96,684.57,10-08-2023,76,Furniture
Maharashtra,1749.44,847.36,23-04-2023,40,Clothing
Rajasthan,9538.64,1222.35,04-07-2023,138,Furniture
Haryana,5783.79,1935.87,21-12-2023,101,Books
Haryana,6446.17,574.25,26-04-2023,10,Clothing
Punjab,4209.16,1448.11,03-06-2023,149,Books
Maharashtra,9163.88,1753.3,17-09-2023,40,Furniture
Rajasthan,8163.67,620.03,02-07-2023,134,Electronics
Gujarat,7321.79,1695.22,04-10-2023,150,Furniture
Maharashtra,9966.12,1226.88,20-10-2023,24,Books
Kerala,719.13,134.31,19-12-2023,135,Clothing
Gujarat,8273.35,1920.09,16-05-2023,91,Electronics
Haryana,9005.46,246.18,23-10-2023,70,Clothing
Haryana,5912.88,1165.31,02-02-2023,75,Clothing
Punjab,4695.15,1939.78,06-10-2023,93,Books
Haryana,808.71,1669.04,01-08-2023,20,Electronics
Maharashtra,1997.56,398.71,18-05-2023,113,Books
Kerala,1945.67,1143.6,18-03-2023,4,Electronics
Kerala,8272.07,1783.97,19-04-2023,32,Furniture
Rajasthan,6355.26,673.55,12-04-2023,94,Clothing
Kerala,5560.97,880.75,18-12-2023,5,Clothing
Punjab,7116.35,1326.85,10-02-2023,89,Clothing
Karnataka,6227.85,1354.75,03-07-2023,28,Electronics
Karnataka,5490.37,1881.2,21-10-2023,129,Books
Karnataka,6982.29,1172.24,03-12-2023,20,Clothing
Haryana,7465,1353.58,21-05-2023,114,Electronics
Punjab,8630.01,1838.41,20-05-2023,8,Furniture
Haryana,2621.86,1260.33,02-04-2023,83,Electronics
Karnataka,3330.04,1243.14,14-04-2023,135,Electronics
Maharashtra,3437.35,1111.39,17-05-2023,66,Electronics
Kerala,9174.57,1682.7,21-05-2023,5,Furniture
Haryana,5540.53,495.62,13-04-2023,25,Furniture
Haryana,3650.54,739.77,10-04-2023,142,Books
Rajasthan,969.67,1047.29,28-09-2023,2,Furniture
Karnataka,7015.24,1463.73,25-08-2023,74,Clothing
Maharashtra,8828.18,155.9,31-05-2023,126,Furniture
Haryana,533.98,1354.55,07-12-2023,5,Books
Haryana,5289.33,527.32,24-04-2023,9,Furniture
Gujarat,852.8,106.81,07-04-2023,3,Furniture
Rajasthan,5511.51,1322.28,26-05-2023,102,Electronics
Punjab,7518.49,98.07,13-08-2023,71,Clothing
Haryana,9888.89,945.9,18-04-2023,9,Books
Haryana,7412.89,1511.56,21-09-2023,22,Clothing
Gujarat,1613.02,1044.27,20-11-2023,12,Books
Rajasthan,8082.62,84.09,16-02-2023,114,Books
Kerala,1147.25,804.86,21-07-2023,84,Books
Punjab,1307.81,1475.69,23-02-2023,101,Books
Kerala,2220.3,54,31-12-2023,63,Books
Kerala,5690.97,1284.32,27-12-2023,13,Clothing
Haryana,7435.15,177.58,12-08-2023,106,Furniture
Gujarat,9036.99,1313.55,05-05-2023,6,Books
Karnataka,9265.87,959.89,13-07-2023,122,Electronics
Punjab,766.82,136.04,02-11-2023,48,Furniture
Karnataka,7415.83,1566.07,25-11-2023,50,Furniture
Maharashtra,9155.18,1268.88,21-09-2023,31,Furniture
Kerala,9554.49,661.23,03-12-2023,24,Furniture
Kerala,3346.12,1586.72,23-11-2023,73,Clothing
Gujarat,3108.39,55.91,03-01-2023,30,Electronics
Haryana,2585.63,1086.48,24-09-2023,117,Clothing
Haryana,9413.27,89.59,12-10-2023,101,Electronics
Karnataka,7357.49,1675.42,12-05-2023,43,Electronics
Karnataka,4467.31,1631.34,18-02-2023,114,Furniture
Maharashtra,4375.75,711.96,04-10-2023,120,Books
Gujarat,567.33,1856.15,13-01-2023,45,Books
Haryana,1293.73,704.94,21-03-2023,9,Furniture
Rajasthan,8521.31,765.86,16-10-2023,3,Clothing
Haryana,4547.8,1683.67,01-06-2023,139,Books
Rajasthan,9208.57,1156.89,21-06-2023,142,Clothing
Karnataka,2079.96,749.26,16-04-2023,72,Furniture
Punjab,4945.49,1328.04,02-12-2023,144,Books
Haryana,4165.43,451.66,20-02-2023,5,Books
Maharashtra,7477.87,357.98,21-04-2023,133,Clothing
Rajasthan,3861.52,1512.73,27-10-2023,34,Electronics
Haryana,9240.26,894.6,24-07-2023,5,Furniture
Punjab,9853.28,961.05,26-06-2023,21,Books
Punjab,3925.8,1578.05,19-02-2023,56,Electronics
Rajasthan,2949.74,580.14,06-03-2023,121,Furniture
Maharashtra,779.53,1867.15,08-12-2023,119,Books
Kerala,6307.43,1306.27,07-01-2023,56,Electronics
Rajasthan,6055.6,655.49,22-07-2023,90,Electronics
Rajasthan,9103.44,902.12,02-01-2023,107,Furniture
Punjab,4498.33,195.48,25-11-2023,80,Electronics
Kerala,8109.26,259.03,28-12-2023,54,Furniture
Maharashtra,3139.27,775.92,28-05-2023,83,Electronics
Punjab,8295.31,1047.64,20-08-2023,140,Books
Rajasthan,5500.35,1200.8,08-01-2023,95,Books
Maharashtra,3082.8,392.05,09-05-2023,64,Electronics
Punjab,6981.38,307.45,23-07-2023,12,Furniture
Maharashtra,6910.27,648.57,25-03-2023,119,Clothing
Punjab,4173.89,328.16,04-02-2023,89,Furniture
Maharashtra,5472.81,1609.44,09-07-2023,105,Furniture
Kerala,6405.92,1479.33,02-07-2023,1,Books
Karnataka,7570.87,1850.34,20-06-2023,110,Electronics
Karnataka,4256.61,332.18,03-06-2023,49,Electronics
Maharashtra,1291.92,1539.49,02-01-2023,21,Furniture
Maharashtra,8738.21,445.79,07-07-2023,150,Clothing
Punjab,7526.24,1566.42,22-05-2023,71,Furniture
Rajasthan,1252.55,740.23,29-05-2023,133,Electronics
Kerala,5910.15,430.88,24-06-2023,15,Books
Gujarat,5643.95,428.37,08-12-2023,57,Furniture
Kerala,5155.06,569.87,17-08-2023,127,Clothing
Gujarat,3760.27,621.7,21-01-2023,147,Electronics
Gujarat,1287.59,597.33,10-12-2023,136,Clothing
Karnataka,1365.86,853.53,27-11-2023,74,Clothing
Karnataka,3946.89,1036.88,08-05-2023,33,Furniture
Kerala,4089.2,1741.57,15-04-2023,126,Clothing
Kerala,1958.55,56.97,25-04-2023,77,Clothing
Karnataka,7857.71,1868.67,25-02-2023,134,Clothing
Rajasthan,1743.88,1789.76,14-06-2023,51,Electronics
Haryana,2967.89,149.04,20-01-2023,23,Books
Maharashtra,4470.07,1393.43,15-11-2023,7,Clothing
Kerala,3931.97,220.09,10-03-2023,48,Books
Rajasthan,3311.99,892.39,24-06-2023,42,Books
Kerala,5072.69,873.65,12-03-2023,81,Electronics
Karnataka,8086.01,1817.22,21-12-2023,48,Clothing
Kerala,758.43,688.34,09-07-2023,93,Clothing
Kerala,5757.3,285.21,06-11-2023,146,Clothing
Rajasthan,7323.09,1995.55,07-08-2023,100,Clothing
Haryana,3720.67,963.07,03-08-2023,29,Furniture
Rajasthan,8882.05,1352.88,13-09-2023,62,Electronics
Rajasthan,8638.91,1234.31,29-08-2023,80,Electronics
Maharashtra,9760.91,1491.69,13-06-2023,150,Clothing
Punjab,2748.85,669.33,10-11-2023,61,Books
Rajasthan,4244.41,334.93,06-09-2023,28,Books
Kerala,6058.32,62.88,04-11-2023,110,Electronics
Kerala,2881.89,494.91,16-02-2023,132,Clothing
Gujarat,2474.66,1775.09,03-12-2023,67,Clothing
Gujarat,7432.44,65.16,28-02-2023,88,Electronics
Kerala,8289.47,1180.16,14-05-2023,49,Books
Karnataka,4786.15,1979.62,09-08-2023,101,Books
Maharashtra,4476.48,1851.55,28-07-2023,11,Books
Kerala,2073.18,554.15,03-10-2023,61,Electronics
Maharashtra,3006.94,65.24,04-02-2023,37,Electronics
Haryana,3683.25,1032.49,16-01-2023,80,Furniture
Maharashtra,1460.79,190.65,01-07-2023,58,Electronics
Kerala,2197.49,1005.04,24-06-2023,54,Clothing
Maharashtra,6761.2,208.16,03-03-2023,17,Books
Kerala,5580.22,216.64,22-11-2023,17,Electronics
Gujarat,8513.2,1681.3,11-12-2023,90,Clothing
Kerala,3720.5,227.65,11-01-2023,56,Electronics
Rajasthan,9125.75,1997.86,05-10-2023,45,Clothing
Gujarat,8949.33,898.03,01-07-2023,97,Furniture
Maharashtra,1278.57,1496.14,31-05-2023,139,Furniture
Rajasthan,2019.93,1279.04,23-11-2023,17,Books
Rajasthan,7861.39,1609.04,17-04-2023,26,Clothing
Rajasthan,5145.3,1269.84,24-05-2023,6,Clothing
Rajasthan,8126.81,1423.65,06-12-2023,7,Furniture
Rajasthan,9090.89,523.79,31-07-2023,140,Books
Maharashtra,8986.17,695.22,21-09-2023,43,Furniture
Maharashtra,8501.73,405.69,09-04-2023,69,Books
Rajasthan,7373.48,677.27,01-08-2023,121,Furniture
Maharashtra,6169.61,633.33,07-01-2023,73,Furniture
Rajasthan,7427.6,1139.56,27-01-2023,35,Clothing
Gujarat,4278.15,1914.76,17-10-2023,150,Books
Karnataka,1153.98,1737.43,01-08-2023,64,Clothing
Gujarat,8846.87,1885.85,28-10-2023,19,Electronics
Gujarat,9526.32,1874.71,06-06-2023,148,Clothing
Rajasthan,1651.26,1100.48,17-08-2023,91,Clothing
Maharashtra,1120.42,1744.03,15-02-2023,17,Electronics
Rajasthan,4311.83,73.72,08-04-2023,33,Clothing
Haryana,9660.22,1247.01,18-10-2023,121,Electronics
Karnataka,4554.75,1129.4,08-08-2023,125,Furniture
Punjab,4750.24,1717.52,27-07-2023,91,Furniture
Punjab,7774.72,468.94,03-06-2023,25,Clothing
Punjab,4510,1202.85,14-02-2023,144,Clothing
Gujarat,2744.49,1539.29,12-04-2023,15,Furniture
Maharashtra,7486.42,303.19,10-03-2023,148,Furniture
Maharashtra,9960.18,640.92,06-02-2023,86,Books
Punjab,3279.75,1659.74,04-08-2023,124,Clothing
Rajasthan,2402.51,1600.3,18-12-2023,29,Clothing
Gujarat,8544.24,606.77,29-09-2023,13,Electronics
Haryana,7422.83,497.13,15-02-2023,16,Books
Rajasthan,7682.91,1435.42,09-12-2023,15,Furniture
Karnataka,7183.86,1166.44,21-10-2023,83,Electronics
Rajasthan,7619.16,1212.65,18-08-2023,19,Books
Kerala,7551.03,1387.84,31-08-2023,107,Books
Maharashtra,9056.06,948.04,22-06-2023,68,Books
Rajasthan,7771.96,1325.95,04-04-2023,21,Furniture
Kerala,1465.17,1485.06,20-10-2023,137,Clothing
Maharashtra,6720.98,567.56,07-11-2023,133,Books
Maharashtra,3102.38,1181.32,25-12-2023,118,Furniture
Punjab,7078.61,1139.41,20-08-2023,98,Electronics
Karnataka,6463.33,1783.2,13-02-2023,70,Electronics
Maharashtra,8692.5,996.58,15-06-2023,100,Furniture
Punjab,3346.83,1501.92,06-05-2023,7,Books
Kerala,3926.74,557.4,08-06-2023,35,Electronics
Maharashtra,1452.83,1246.71,15-05-2023,150,Clothing
Maharashtra,5394.04,1598.12,25-06-2023,73,Books
Kerala,8241.49,266.84,23-01-2023,3,Books
Kerala,9300.43,1444.28,28-11-2023,15,Books
Karnataka,4143.68,1582.66,03-08-2023,31,Electronics
Haryana,5738.31,1177.06,15-09-2023,111,Furniture
Kerala,1394.74,1127.67,25-01-2023,58,Clothing
Punjab,8434.8,1517.13,19-01-2023,92,Clothing
Rajasthan,4076.86,944.21,22-05-2023,1,Books
Gujarat,6674.87,480.14,14-12-2023,55,Books
Kerala,9904.29,1889.29,11-02-2023,147,Books
Maharashtra,5791.32,1628.7,14-12-2023,135,Furniture
Karnataka,8682.81,1465.09,11-02-2023,52,Books
Gujarat,1186.54,1698.52,14-09-2023,99,Furniture
Maharashtra,8059.34,1227.29,18-02-2023,88,Clothing
Haryana,853.8,629.96,12-11-2023,19,Furniture
Karnataka,9607.11,1136.18,20-02-2023,115,Books
Maharashtra,6893.17,1351.16,10-06-2023,77,Books
Karnataka,852.35,1474.85,24-07-2023,3,Electronics
Haryana,3967.92,719.85,16-03-2023,111,Clothing
Kerala,936.3,1097.33,26-02-2023,81,Electronics
Rajasthan,4452.64,1040.05,11-07-2023,103,Clothing
Rajasthan,1308.56,124.91,05-02-2023,111,Books
Punjab,6402.4,1379.67,07-03-2023,112,Electronics
Punjab,1519.68,1361.33,22-09-2023,123,Books
Karnataka,7801.08,672.58,30-06-2023,143,Books
Haryana,1076.48,1804.27,04-08-2023,71,Books
Haryana,3550.79,1763.97,10-04-2023,94,Books
Maharashtra,1406.02,1234.4,04-10-2023,143,Clothing
Punjab,2609.81,1751.73,28-03-2023,52,Books
Karnataka,6354.75,817.31,12-11-2023,12,Electronics
Kerala,9506.79,1131.02,13-10-2023,77,Books
Punjab,9711.45,1820.14,07-10-2023,39,Electronics
Gujarat,4367.63,561.08,30-12-2023,126,Clothing
Rajasthan,9498.39,1263.67,12-08-2023,84,Books
Rajasthan,9989.25,1729.06,29-12-2023,20,Books
Kerala,5527.94,1927.82,18-12-2023,132,Furniture
Gujarat,4930.06,1300.38,20-08-2023,113,Electronics
Karnataka,2570.68,965.44,03-11-2023,71,Clothing
Haryana,1835.2,707.39,21-06-2023,32,Books
Haryana,9117.88,1389.92,05-10-2023,93,Clothing
Rajasthan,2729.23,468.24,11-03-2023,111,Furniture
Rajasthan,7092.51,1104.48,20-03-2023,121,Clothing
Maharashtra,6141.01,681.07,27-01-2023,142,Books
Maharashtra,1099.51,1116.46,03-04-2023,33,Electronics
Gujarat,581.5,1950.12,07-01-2023,53,Clothing
Punjab,5974.82,1167.09,14-07-2023,26,Books
Punjab,5495.07,1427.2,14-10-2023,77,Electronics
Rajasthan,749.7,1541.45,29-12-2023,76,Furniture
Punjab,1727.99,1175.04,13-10-2023,51,Furniture
Maharashtra,5680.45,1438.3,28-01-2023,41,Furniture
Rajasthan,1535.03,1133.95,08-12-2023,106,Furniture
Punjab,8481.66,1277.87,24-06-2023,54,Electronics
Haryana,2683.92,531.09,05-01-2023,12,Furniture
Maharashtra,9727.89,1947.25,20-03-2023,140,Clothing
Maharashtra,6943.37,830.61,20-12-2023,85,Electronics
Rajasthan,2972.14,1015.55,06-12-2023,34,Clothing
Haryana,4429.69,1699.39,26-07-2023,128,Books
Gujarat,7829.83,1088.59,02-06-2023,30,Furniture
Maharashtra,4305.73,1637.39,06-06-2023,81,Books
Gujarat,591.49,1584.04,08-05-2023,12,Clothing
Kerala,8103.77,1280.75,22-12-2023,101,Furniture
Haryana,6320.4,445.76,26-06-2023,20,Clothing
Rajasthan,534.42,1969.03,30-01-2023,72,Furniture
Haryana,4599.15,120.35,11-04-2023,82,Books
Rajasthan,7148.75,1819.78,02-01-2023,25,Books
Kerala,7322.55,1689.59,13-03-2023,147,Books
Maharashtra,2362.11,1537.53,22-06-2023,77,Furniture
Karnataka,6460.43,987.89,01-02-2023,71,Books
Gujarat,7617.33,877.2,14-07-2023,52,Books
Maharashtra,808.54,191.06,28-06-2023,147,Clothing
Maharashtra,1918.63,868.62,18-05-2023,96,Clothing
Gujarat,9066.98,1463.96,21-03-2023,8,Electronics
Karnataka,5713.65,1029.51,30-09-2023,6,Clothing
Punjab,6114.38,1634.17,13-03-2023,22,Books
Gujarat,2978.39,1786.52,21-10-2023,149,Books
Punjab,5686.08,1706.62,02-12-2023,149,Clothing
Maharashtra,6264.58,1199.61,16-12-2023,144,Clothing
Rajasthan,1229.37,796.74,19-02-2023,48,Clothing
Rajasthan,1833.99,1272.39,03-02-2023,122,Furniture
Rajasthan,982.1,1580.28,22-02-2023,87,Furniture
Maharashtra,1718.44,848.18,29-09-2023,13,Furniture
Gujarat,1386.29,1207.55,11-06-2023,107,Books
Karnataka,3324.15,823.91,03-07-2023,75,Clothing
Rajasthan,9673.11,1292.39,21-06-2023,136,Furniture
Maharashtra,1378.08,509.27,14-01-2023,133,Furniture
Punjab,8563.89,962.28,09-12-2023,143,Books
Maharashtra,5450.43,1843.27,02-05-2023,140,Clothing
Punjab,2864.17,103.13,03-08-2023,140,Electronics
Karnataka,4764.01,747.27,02-04-2023,24,Books
Haryana,9117.01,957.35,13-01-2023,93,Electronics
Haryana,4287.67,1484.88,21-03-2023,53,Furniture
Karnataka,9108.49,1845.56,24-11-2023,83,Books
Karnataka,2831.54,1380.62,11-07-2023,141,Electronics
Karnataka,4383.12,436.92,14-08-2023,10,Electronics
Gujarat,1050.07,829.26,14-02-2023,12,Furniture
Rajasthan,5544.52,212.65,10-12-2023,124,Furniture
Maharashtra,2185.35,202,20-10-2023,9,Electronics
Maharashtra,1631.01,1028,07-06-2023,4,Electronics
Karnataka,3653.3,524.69,21-01-2023,58,Clothing
Rajasthan,1299.73,51.3,23-09-2023,124,Clothing
Kerala,1705.85,1449.85,11-11-2023,2,Clothing
Maharashtra,4748.02,700.61,27-10-2023,53,Electronics
Karnataka,2171.26,1622.76,29-08-2023,121,Furniture
Haryana,1236.51,1507.81,15-07-2023,18,Clothing
Rajasthan,2608.81,1407.53,09-09-2023,107,Clothing
Haryana,866.66,1579.9,09-11-2023,103,Electronics
Haryana,1539.7,1935.02,26-03-2023,33,Furniture
Karnataka,7079.25,731.89,09-01-2023,143,Clothing
Haryana,5409.27,271.59,14-07-2023,95,Books
Gujarat,9985.86,1638.18,20-06-2023,93,Clothing
Maharashtra,6961.41,1370.63,14-08-2023,90,Electronics
Kerala,549.01,1817.52,26-06-2023,40,Furniture
Maharashtra,2852.22,1412.86,11-10-2023,23,Furniture
Rajasthan,1475.06,1627.98,21-11-2023,70,Electronics
Punjab,5151.1,540.76,16-08-2023,39,Furniture
Gujarat,4655.74,854.64,28-02-2023,138,Furniture
Rajasthan,6655.23,1876.37,21-11-2023,69,Clothing
Karnataka,5492.56,247.41,29-10-2023,10,Electronics
Maharashtra,5014.83,1691.29,29-10-2023,119,Furniture
Haryana,8820.45,1358,04-11-2023,128,Books
Kerala,4225.26,773.74,23-03-2023,56,Electronics
Maharashtra,2714.05,770.13,02-11-2023,6,Clothing
Maharashtra,4799.18,1408.96,29-04-2023,122,Furniture
Haryana,7505.85,642.53,27-09-2023,27,Clothing
